,goldDiff - TOP,goldDiff - JG,goldDiff - MID,goldDiff - ADC,goldDiff - SUPP,item0 - TOPB,item0 - SUPPR,item0 - MIDB,item0 - ADCB,item0 - SUPPB,item0 - TOPR,item0 - MIDR,item0 - ADCR,item1 - MIDB,level - TOPB,level - SUPPR,level - JGB,level - MIDB,level - ADCB,level - SUPPB,level - TOPR,level - JGR,level - MIDR,level - ADCR,minute,positionX - TOPB,positionX - SUPPR,positionX - JGB,positionX - MIDB,positionX - ADCB,positionX - SUPPB,positionX - TOPR,positionX - JGR,positionX - MIDR,positionX - ADCR,positionY - TOPB,positionY - SUPPR,positionY - JGB,positionY - MIDB,positionY - ADCB,positionY - SUPPB,positionY - TOPR,positionY - JGR,positionY - MIDR,positionY - ADCR,wardsKilled - MIDB,xpDiff - TOP,xpDiff - JG,xpDiff - MID,xpDiff - ADC,xpDiff - SUPP,wardsPlaced - MIDB
5549,53,25,56,342,-242,0,3340,3340,3340,3340,3340,3340,3340,0,4,3,3,4,3,3,3,4,4,3,5,1256,13537,5866,7449,12100,12949,1382,1543,7464,13176,11914,3070,5155,7111,2730,2049,11933,11784,8409,3278,False,388,-187,0,-17,13,False
5550,-232,-233,77,489,-145,2055,3340,3340,3340,3340,3340,3340,3340,0,5,3,4,5,4,4,5,4,5,4,6,3478,11923,5241,6815,10233,12252,4014,11965,7914,12105,13283,2015,5804,7267,1189,1823,13962,2326,7494,1859,False,115,-179,0,95,263,False
5551,-193,-288,436,751,-106,2055,3364,3340,3340,3340,3340,3340,3340,0,6,4,4,6,4,4,5,5,6,4,7,2938,11151,7337,394,13520,8299,3776,7946,8730,13299,13347,8468,6333,461,3822,7057,13384,7983,8867,5062,False,89,-110,74,187,159,True
5552,-352,-306,443,586,-83,2055,3364,3340,3340,3340,3340,3340,3340,2055,6,4,5,6,5,4,6,5,6,5,8,1066,13078,2728,7797,12200,12021,1145,7242,8229,12705,8464,2272,8091,7424,2291,1404,10638,11918,8589,2798,False,-305,-110,163,-96,27,False
5553,-253,-225,455,628,-113,2055,3364,3340,3340,3340,3340,3340,3340,0,7,5,6,7,5,5,7,6,7,6,9,1422,12457,10276,7565,11060,11713,2111,12533,9266,12486,11534,10710,4832,7189,1759,5768,12171,10765,9078,9440,False,-69,-61,186,-52,43,False
5554,-119,195,299,694,30,2055,3364,3340,3340,3340,3340,3340,3340,0,8,5,6,8,6,6,8,6,8,6,10,1873,13061,11048,8295,12155,12441,2340,11801,8208,13111,11866,4157,1502,4927,1343,1431,12211,3997,6214,3620,False,-7,266,23,174,279,True
5555,-61,-69,263,589,51,2055,3364,3340,3340,3364,3340,3340,3340,2055,8,5,7,8,6,6,8,7,8,7,11,5919,5092,3088,2707,1776,3334,6267,5234,7336,14340,861,9229,7543,3087,10916,8622,9486,9527,7689,14391,False,-37,-283,-1,-187,429,False
5556,634,232,299,-124,-45,3340,3364,3340,3340,3340,3340,0,3340,2055,6,4,5,5,4,4,5,4,6,4,7,2319,12591,8743,7105,11476,11686,4236,11624,8343,12696,12514,2480,2439,6860,1435,1629,13674,3902,8047,2386,False,639,521,-300,-345,-240,True
5557,-1534,-99,175,96,18,0,3364,3340,3363,3364,3340,3364,3363,0,13,9,10,14,12,9,14,11,13,12,25,11376,10807,9353,8986,7975,10087,11840,10893,3200,8880,1914,8680,6225,6558,7102,7105,5806,7667,10771,8914,True,-1791,-1169,1369,648,-225,False
5558,535,-637,-1823,3403,394,3340,3364,3364,3363,3364,3340,3340,3363,0,13,10,11,14,14,10,14,12,16,14,28,9190,7575,5133,394,5191,3926,9811,7227,7361,7192,6394,6633,3204,461,2587,5059,6933,3595,7336,3759,False,-1600,-1140,-2902,-325,17,False
5559,53,30,329,462,1,0,3364,3340,3340,3364,3340,3340,3340,0,9,6,7,9,7,6,9,7,9,7,12,12305,5200,3107,6948,2094,2582,13474,12073,10208,4398,2406,13158,10895,7830,12643,13528,2946,14159,10332,14016,True,-45,-219,163,-197,302,False
5560,245,3,259,874,-24,0,3364,3340,3340,3364,3340,3340,3340,0,9,6,8,10,8,7,9,8,10,8,13,11197,8030,7577,7622,3451,7817,12373,7958,8477,4088,1527,8542,7928,7856,13456,7884,2631,8522,8142,12158,True,119,-229,288,370,132,True
5561,-111,188,259,1271,-33,0,3364,3340,3363,3364,3340,3340,3340,0,10,7,8,10,9,7,10,8,10,8,14,11408,6754,5306,11264,2282,6793,11450,6558,6745,6765,1539,7030,6065,1820,3005,5169,1484,7059,7239,6645,False,-16,54,269,570,332,False
5562,618,42,-187,1271,-186,0,3364,3340,3363,3364,3340,3340,3340,0,11,7,9,10,9,7,10,8,10,8,15,12378,10043,11250,3552,5267,968,13882,10205,9813,7299,3136,8426,5365,13365,5619,1107,7358,7367,11183,7705,True,932,578,602,1001,549,False
5563,195,-66,-424,1615,-109,0,3364,3340,3363,3364,3340,2055,3340,0,11,7,9,11,10,8,10,9,10,9,16,10450,8621,5609,4756,7266,7739,9496,7007,9923,9280,868,8694,12160,13554,10002,10083,1223,5371,13427,8955,False,562,224,559,1320,218,False
5564,344,334,-160,1509,-7,0,3364,3364,3363,3364,3340,2055,2055,0,11,8,10,11,10,8,10,9,11,9,17,1868,14091,6921,12933,1552,6628,7577,7038,14151,13367,11936,14283,4201,3368,2280,7585,7755,9626,13988,13586,False,595,1013,383,976,120,False
5565,268,390,-522,1535,23,0,3364,3364,3363,3364,3340,2055,2055,0,11,8,11,12,10,8,11,10,12,10,18,2903,7140,2466,5424,5770,3174,3660,7033,7574,7590,12876,3556,838,1795,4945,746,13730,4425,1361,6982,False,181,1181,-227,873,364,True
5566,873,487,-226,1815,-8,0,3364,3364,3363,3364,3340,3363,3363,0,12,8,11,12,11,8,12,10,12,10,19,4531,14003,7516,9405,8639,6744,5976,9676,10325,13993,11801,14350,2188,1461,1413,3133,13785,2608,5825,14185,False,454,1310,308,1116,583,False
5567,811,575,-635,1815,-19,0,3364,3364,3363,3364,3340,3363,3363,0,12,8,11,12,11,8,12,10,12,10,20,7076,8235,7309,6984,7286,6959,7133,8545,9611,8709,4170,5550,6286,4782,7072,6511,5286,5676,5580,6148,False,208,1474,141,988,598,False
5568,663,709,-458,1920,42,0,3364,3364,3363,3364,3340,3363,3363,0,12,8,11,13,11,9,12,10,12,10,21,3321,7092,5598,13770,4878,883,7971,7592,13131,8306,10990,9965,8851,5362,6114,773,8235,10098,8904,8357,True,22,1477,527,1072,636,False
5569,664,-671,-1810,3115,434,3340,3364,3364,3363,3364,3340,3340,3363,0,13,10,11,14,14,10,14,12,16,15,29,1428,8263,9425,5847,12364,11033,8518,8399,9660,6974,9696,5129,2204,5204,2468,1252,5982,4860,7310,6853,False,-1332,-1096,-3175,-503,-42,True
5570,706,763,-872,2196,42,0,3364,3364,3363,3364,2055,3363,3363,0,13,8,12,13,12,9,13,10,13,11,22,9093,7764,7165,4461,6669,6439,6863,8158,11478,8587,1264,10396,7783,9705,8079,8623,13068,10094,13528,8681,True,21,1610,-314,1266,891,False
5571,1098,747,-775,2263,41,0,3364,3364,3363,3364,2055,3363,3363,0,13,8,12,13,12,9,13,11,13,11,23,8116,6915,8824,1776,8192,8231,13592,7908,2392,9321,8141,9656,8163,10721,8117,8843,7476,10001,12056,9599,False,473,1646,36,1199,877,False
5572,917,723,-909,2318,102,0,3364,3364,3363,3364,3363,3363,3363,0,14,8,12,14,12,9,13,11,14,12,24,8483,4859,2946,2880,7298,6629,13920,11284,12781,13253,2398,11568,10130,11403,6653,8423,5494,12033,13770,13722,False,165,1525,-160,1246,830,False
5573,1092,673,-884,2324,102,2055,3364,3364,3363,3364,3363,3363,3363,0,14,9,12,14,13,9,14,11,14,12,25,4437,8140,6759,2728,6597,7177,12927,8025,5050,7747,3942,7380,6969,11533,6912,6936,6968,7601,11635,8081,True,383,1481,-100,1106,763,True
5574,1120,700,-808,2242,131,0,3364,3364,3363,3364,3363,3363,3363,0,14,9,13,14,13,10,14,12,14,12,26,8055,7560,9967,7751,10023,9373,14340,6099,14340,6845,6388,7853,4119,5406,4932,5520,14391,7341,14391,7769,True,440,1579,72,874,544,True
5575,1320,809,-769,2194,152,0,3364,3364,3363,3364,3363,3363,3363,0,14,9,13,15,13,10,14,12,14,12,27,880,6232,2742,7206,6213,4648,2930,5988,1649,2813,10592,10775,8064,8113,5022,7068,11236,12357,11732,11621,True,612,1938,304,808,687,False
5576,1642,774,-773,2387,246,0,3364,3364,3363,3364,3363,3363,3363,0,15,9,13,15,13,10,14,12,15,13,28,6536,8250,6563,6513,7115,6631,10020,8683,5128,8363,963,10333,8090,7806,7271,8598,6176,9053,12464,8308,False,692,1864,455,673,596,False
5577,2102,899,-847,2387,277,0,3364,3364,3363,3364,3363,3363,3363,0,15,9,13,15,14,10,15,12,15,13,29,7691,7470,6307,2813,5993,6209,13318,7677,7290,7696,8795,10204,8938,12727,9236,9607,7549,9642,11893,10063,False,1323,1896,447,568,883,True
5578,2457,1231,-534,2555,640,2055,3364,3364,3363,3364,3363,3363,3363,0,16,9,14,16,14,11,15,12,15,13,30,6649,7729,4632,2736,394,6612,7234,5326,10067,8774,1000,11015,4151,2137,461,11344,7087,10786,13375,9874,True,1346,2454,1448,1289,1665,False
5579,2880,1982,-468,3052,809,0,3364,3364,3363,3364,3363,3363,3363,0,16,10,15,17,15,11,15,13,16,14,31,13314,13226,13948,7628,13770,13141,12093,13305,13548,12328,7853,9648,7899,7752,7506,7780,8883,9635,9151,7672,False,1755,3062,1772,1964,1927,False
5580,534,-557,-1813,3096,282,3340,3364,3364,3363,3364,3340,3340,3363,0,14,10,12,14,14,10,14,12,16,15,30,9366,11173,11676,8119,8680,8578,13897,12455,10082,11579,11432,11551,7466,10187,7822,7747,6474,6391,13886,11312,False,-1020,-612,-3169,-448,132,True
5581,3200,2212,79,3487,956,0,3364,3364,3363,3364,3363,3363,3363,0,17,10,15,18,15,11,15,13,16,14,32,13064,9096,12870,12703,13089,12644,11597,11215,13748,12453,13697,14138,13788,14052,13919,13556,11336,10765,14261,11731,True,1943,3177,3061,2131,1865,True
5582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,560,14237,560,351,221,311,14486,14486,14277,14147,581,14579,361,293,471,649,14511,14291,14223,14401,False,0,0,0,0,0,False
5583,0,0,0,0,0,3340,3340,0,3340,3340,3340,3340,3340,0,1,1,1,1,1,1,1,1,1,1,2,3175,11220,5064,6509,7749,10494,3767,6577,7792,11143,9007,6628,8477,6931,5141,3286,11057,9858,7758,5233,False,0,0,0,0,0,False
5584,-35,-15,-21,21,0,3340,3364,0,3340,3340,3340,3340,3340,0,1,1,2,1,1,1,1,2,1,1,3,1948,13061,7527,7200,12404,12287,2301,10100,7746,13143,12286,2424,3959,6999,1997,2034,12205,8578,8003,2720,False,-30,-15,0,0,0,True
5585,53,-88,-56,249,81,3340,3364,0,3340,3340,3340,3340,3340,0,3,1,3,3,2,2,3,3,3,1,4,1965,13765,10153,6204,13339,13222,3012,11489,6887,14019,11919,4649,5746,6181,3657,3782,12825,6455,7261,4752,False,93,-158,-89,396,396,True
5586,-49,-141,7,-28,-21,3340,3364,0,3340,3340,3340,3340,3340,0,4,3,3,4,3,3,4,4,4,3,5,1540,12740,6902,5786,11058,9873,3303,6918,6649,13368,9710,2967,5084,5613,1976,3264,13326,9985,8276,2523,False,-211,-217,147,-108,-168,True
5587,-374,-588,35,259,63,3340,3364,0,3340,3340,3340,3340,3340,0,4,3,3,5,4,4,5,4,5,3,6,1303,13467,2604,7769,394,12932,2670,6251,9145,13632,11369,5318,8215,7945,461,2110,12523,12285,9253,4771,False,-590,-380,87,305,245,False
5588,-349,-364,42,168,45,3340,3364,2055,3340,3340,3340,3340,3340,0,5,4,5,6,4,4,6,5,6,4,7,449,13488,1414,1509,12827,12283,1744,12926,7182,13176,763,2820,11486,1147,1873,2053,11866,13504,7030,3274,False,-593,-44,-36,187,-54,False
5589,-279,-489,114,238,104,3340,3364,2055,3340,3340,3340,3340,3340,0,6,5,5,6,5,5,6,5,6,5,8,625,13257,11328,7356,13382,13043,4500,7218,7724,13611,1279,4391,7874,6352,3189,3374,13464,10995,7970,4268,True,-533,-316,132,207,0,True
5590,-586,-539,-7,225,73,3340,3364,2055,3340,3340,3340,3340,3340,0,6,5,5,7,6,5,7,6,7,5,9,1685,13260,6786,7012,13407,13515,2792,11177,9772,13675,10956,4313,4865,7593,2614,2756,11404,6615,7078,4371,False,-1166,-401,6,170,22,True
5591,674,-598,-2028,3286,452,3340,3364,3364,3363,3364,3340,3340,3363,0,14,11,12,14,15,11,14,13,17,15,31,5180,6284,5893,3444,5412,5597,5956,4783,4300,6625,993,8105,5392,3868,5048,5235,8422,7169,11909,7042,False,-746,-576,-3612,-822,-373,False
5592,-491,-474,-68,38,32,3340,3364,2055,3340,3340,3340,3340,3340,0,7,6,6,8,6,6,8,6,8,6,10,5300,12791,5203,7290,1643,3378,2254,5965,8369,12778,1044,13449,9131,7645,11078,8686,13212,10607,10105,14206,False,-1107,-278,-57,-95,-205,False
5593,-365,-456,-113,306,58,3340,3364,0,3340,3340,3340,3340,3340,0,7,6,6,8,7,6,8,6,9,6,11,12486,5087,1388,6354,1992,1756,13148,5151,7521,3962,2412,12284,2083,6576,11524,12934,3282,8844,7396,13634,False,-746,-224,-113,362,-110,False
5594,-407,-351,8,269,-35,3340,3364,0,3340,3364,3340,3340,3340,0,8,6,6,9,7,6,9,7,9,7,12,12870,4602,3675,4826,1769,3133,9584,4738,5213,5302,3031,9708,9206,8247,10067,9299,5538,10468,9344,9524,False,-746,-91,22,387,-360,True
5595,-971,-211,371,701,137,3340,3364,2055,3340,3364,3340,3340,3340,0,8,6,7,10,8,6,10,7,9,7,13,10814,4832,6454,2251,2560,1095,11901,10060,8079,4015,1306,13181,4642,2203,12832,1107,2423,4694,7428,13570,False,-1411,220,148,651,-76,True
5596,-738,-284,401,875,143,3340,3364,0,3340,3364,3340,3340,3340,0,9,7,7,10,8,6,10,7,10,7,14,9831,6317,5673,6821,4036,5171,11729,7491,7937,6060,1169,13398,11469,7932,13434,12466,1928,3773,7581,13201,True,-966,-45,212,930,-215,False
5597,-2015,-566,618,1197,546,3340,3364,0,3340,3364,3340,3340,3340,0,9,7,8,11,9,7,11,8,11,8,15,6778,10283,394,7835,5218,5053,10504,7037,13530,7471,7586,9750,461,1651,13746,13533,1223,5395,14136,6767,True,-1331,-301,113,990,213,True
5598,-2402,-392,674,1226,472,3340,3364,0,2055,3364,3340,3340,3340,0,9,7,8,11,9,7,11,8,11,8,16,1506,7768,8489,6813,11575,11914,2710,5286,11636,8070,10527,7467,3490,7308,2062,3581,11867,9157,4549,7858,True,-2153,81,540,1118,154,False
5599,-2841,-752,887,1494,401,3340,3364,0,2055,3364,3340,3340,3340,0,10,8,9,12,10,8,12,9,11,9,17,1068,7120,7289,1538,13398,8726,1075,1578,10530,6863,7548,7369,5069,7079,4807,5799,8197,9025,7721,7400,True,-2831,-270,850,1370,178,False
5600,-3044,-696,697,1524,406,3340,3364,3363,2055,3364,3340,3340,2055,0,10,8,9,12,10,8,12,9,12,9,18,4047,6880,8040,11599,7401,6781,1567,9708,12353,9893,6266,8971,6355,1881,7220,7755,10993,6354,10461,9643,False,-3193,-125,471,1381,250,False
5601,-2747,-704,543,1507,424,3340,3364,3363,3363,3364,3340,3340,2055,0,11,8,9,12,10,8,13,9,12,9,19,5540,11562,4731,4871,6400,4916,8861,8479,8569,7826,13616,13435,10105,9063,7981,9544,11053,2632,1449,7104,False,-2513,-121,90,1133,196,False
5602,1009,-718,-2205,3256,432,3340,3364,3364,3363,3364,3340,3363,3363,0,14,11,12,15,15,11,14,13,17,15,32,13630,7572,6009,2829,6593,6299,7776,8225,11568,8845,4836,8517,6672,7763,6798,6369,7795,7275,6175,7752,False,108,-575,-4034,-965,-267,False
5603,-2746,-701,394,1515,274,3340,3364,3363,3363,3364,3340,3340,3363,0,11,8,10,13,11,8,13,10,13,10,20,13581,8120,3158,1252,6794,7263,13209,11911,4559,8128,3733,8030,10947,12084,7164,6938,4730,3741,13253,7594,False,-2513,-54,5,1267,110,True
5604,-3155,-1002,434,1765,274,3340,3364,3363,3363,3364,3340,3340,3363,0,11,8,10,13,12,9,14,11,13,10,21,5378,12782,8510,5708,8006,8185,10887,13196,7057,9205,982,13027,6647,5329,7996,7544,11479,13904,12508,9000,False,-3193,-833,-8,1447,599,False
5605,-3831,-906,483,1246,245,3340,3364,3363,3363,3364,3340,3340,3363,0,12,9,10,13,12,9,14,11,13,11,22,7552,6139,4973,6005,1086,2061,7677,5145,4832,4570,7423,10207,11468,8426,1641,1502,7551,10316,9858,10196,False,-3187,-1038,-177,517,-239,False
5606,-5106,-1968,-368,106,-440,3340,3364,3363,3363,3364,3340,3340,3363,0,12,11,10,13,12,9,15,12,14,12,23,2963,3904,3025,2776,4624,3921,14340,4135,3642,4483,3036,3445,3434,3507,3903,3913,14391,3874,4274,4348,False,-4811,-2744,-1012,-901,-1730,True
5607,-5414,-2377,-359,346,-439,3340,3364,3363,3363,3364,3340,3340,3363,0,12,11,10,14,12,9,15,12,14,12,24,10972,14340,2580,8760,4934,8608,13842,10180,6946,14340,1668,14391,4869,1362,5365,4181,13395,4861,6779,14391,False,-4668,-3046,-1031,-611,-1694,False
5608,-5650,-2247,-627,437,-460,3340,3364,3363,3363,3364,3340,3340,3363,2055,12,11,10,14,12,9,16,13,15,13,25,5330,6280,5644,4594,4826,5693,7420,5840,4963,5863,3423,6214,3590,3892,2965,3527,1316,3768,5375,4945,False,-5157,-2848,-1520,-378,-1723,True
5609,-5605,-2415,-834,176,-580,3340,3364,3363,3363,3364,3340,2055,3363,0,13,11,11,14,13,9,16,13,15,13,26,1165,3826,6683,6350,4869,5335,14340,7476,12608,6230,7201,10402,4828,6678,3300,5209,14391,5261,13597,9051,True,-4640,-2739,-1561,-375,-2002,True
5610,-5758,-2655,-245,157,-466,3340,3364,3363,3363,3364,3340,2055,3363,0,13,11,11,14,13,10,16,13,15,13,27,6024,1618,1737,1353,6249,4404,1523,3589,6641,1983,12376,11883,7476,7666,2863,12086,8344,10083,13328,11843,False,-4482,-3046,-1176,-388,-1324,False
5611,-6261,-1802,-396,341,-541,3340,3364,3363,3363,3364,3340,3363,3363,0,14,12,12,14,14,11,17,14,15,14,28,2796,1643,2770,1702,1607,1624,3000,2750,1599,2303,5824,6473,7584,7808,4472,5188,5107,7337,5999,7241,False,-4762,-3181,-1441,496,-771,True
5612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,560,14237,560,351,221,311,14486,14486,14277,14147,581,14579,361,293,471,649,14511,14291,14223,14401,False,0,0,0,0,0,True
5613,806,-1073,-2273,3148,367,3340,3364,3364,3363,3364,3340,3363,3363,0,14,12,13,15,15,11,15,13,17,16,33,6879,6350,7933,7099,4943,6507,6832,6336,8427,6787,7304,8891,9951,12476,8360,7855,9571,9810,8385,9605,False,-425,-839,-4250,-1012,-444,False
5614,0,10,0,0,0,3340,3340,3340,3340,3340,3340,3340,3340,0,1,1,1,1,1,1,1,1,1,1,2,3458,8677,5195,7602,8135,7154,5698,8324,10079,11529,9955,9876,9173,7840,3475,6338,12660,11795,7838,7083,False,0,37,0,0,0,True
5615,-42,110,42,-56,0,3340,3340,3340,3340,3340,3340,3340,3340,0,1,1,2,1,1,1,1,1,1,1,3,3185,12067,7230,7394,11138,2153,3362,11864,8503,11759,13478,1385,7008,7704,1112,731,13356,7503,8479,1999,False,-61,375,78,-131,-131,True
5616,186,5,10,-42,-7,3340,3340,3340,3340,3340,3340,3340,3340,0,3,2,2,3,2,1,2,2,3,2,4,3345,12843,3536,7691,12064,11971,3991,11662,8017,12826,13323,1985,8770,8139,1955,1853,13745,7883,8499,2551,False,302,30,20,42,-170,False
5617,186,537,223,387,64,3340,3340,3340,3340,3340,3340,3340,3340,0,4,3,3,4,3,2,4,3,3,3,5,1732,11804,11545,11912,11355,11942,3105,11491,14340,11514,12945,5801,5991,5602,5402,5688,13182,6358,14391,5736,False,-31,309,120,82,-121,True
5618,235,769,432,465,212,3340,3340,3340,3340,3340,3340,3340,3340,0,5,3,4,5,4,3,5,3,5,3,6,2008,13185,2472,6874,9351,908,2005,6331,7615,13734,11912,3659,3648,6810,5629,680,12719,9165,8410,4010,False,-120,653,-6,209,191,False
5619,789,798,408,517,275,3340,3340,3340,3340,3340,3340,3340,3340,0,6,3,5,6,4,4,5,3,5,4,7,2841,13515,7451,7621,10337,9579,9578,6962,8282,13446,12895,6632,7559,7456,5228,5532,13976,12725,8376,5766,False,459,663,66,255,361,False
5620,754,749,310,516,230,3340,3340,3340,3340,3340,3340,3340,3340,0,6,4,5,6,5,5,6,4,6,5,8,1171,13180,11376,4460,12118,12823,2007,13116,12650,12756,12269,2935,3710,3966,2944,3254,13393,4073,12062,2825,False,189,660,-261,146,252,False
5621,964,672,303,553,233,3340,3340,3340,3340,3340,3340,3340,3340,0,7,5,6,6,5,5,6,5,7,5,9,3803,13275,4119,7232,12364,12186,4157,8001,8176,12985,13391,2887,5049,7806,2382,2804,13988,10297,8018,3237,False,668,621,-312,180,287,True
5622,1495,599,719,674,284,3340,3340,3340,3340,3340,3340,3340,3340,0,8,5,6,7,6,6,7,5,7,5,10,4832,12506,4728,7018,10462,10195,11759,6668,10995,12563,13523,2068,9980,7123,848,1634,14074,12712,3766,2562,False,792,639,19,350,457,False
5623,1726,431,678,609,213,3340,2055,3340,3340,3364,3340,3340,3340,0,8,6,6,8,6,6,7,6,8,6,11,623,11219,8198,7774,11261,10751,2058,11354,9346,12381,1244,5451,3509,8006,3629,4486,11924,6211,7395,7629,False,853,386,-4,424,80,True
5624,548,-1529,-2683,3074,66,3340,3364,3364,3363,3364,3340,3363,3363,0,15,12,13,15,15,12,15,14,18,16,34,4930,8845,4705,1623,9080,2842,8941,10950,8539,7940,1553,8837,6862,8175,2500,1765,8810,8545,8742,10606,False,-1121,-2013,-5251,-1189,-988,False
5625,1578,645,595,651,180,3340,2055,3340,3340,3364,3340,3340,3340,0,9,6,7,9,7,6,8,6,9,6,12,2228,13667,11347,7440,13312,12323,4141,10580,8803,14004,8770,4353,5336,7558,3396,3298,13360,9790,8842,4107,False,755,775,-6,453,176,False
5626,1630,741,480,244,53,3340,3364,3340,3340,3364,3340,3340,3340,0,9,7,7,9,7,6,8,7,9,7,13,1213,13917,2634,12214,394,2993,12528,11655,7316,14263,2933,13563,4025,2325,461,2430,1905,7996,7370,13948,False,761,770,103,183,-175,False
5627,2213,584,532,695,42,3340,3364,3340,3340,3364,3340,3340,3340,2055,10,7,8,10,8,6,9,7,10,8,14,4996,10518,10299,11723,9442,9433,5356,11371,9948,11068,13658,3269,2589,2356,3248,2761,13550,3288,3211,3289,True,792,382,159,463,-221,False
5628,2231,879,966,886,135,3340,3364,3340,3340,3364,3340,3340,3340,0,10,7,8,10,9,7,9,8,10,8,15,2856,13993,10459,13459,7548,9871,3949,7684,8511,14011,8379,5290,5036,4214,7570,5835,13093,11070,8696,6213,False,721,112,230,684,-50,True
5629,2135,626,1073,700,26,3340,3364,3340,2055,3364,3340,3340,3340,0,10,7,8,11,9,7,10,8,10,9,16,1129,10023,2126,2030,3914,6765,13923,13403,11491,14023,12084,8090,9846,3611,4202,9894,14271,12593,12203,6763,False,482,148,246,520,-324,False
5630,2188,499,1100,791,-32,3340,3364,3340,2055,3364,3340,3340,3340,0,11,8,9,11,10,7,10,9,11,9,17,8831,11108,9828,8473,8463,8988,6698,11683,9860,10659,5817,1726,6164,7916,8436,6127,13615,6039,9490,1303,False,272,51,431,753,-436,False
5631,2390,660,1403,1244,-67,3340,3364,3340,2055,3364,3340,3340,2055,0,11,8,9,11,11,7,11,9,11,9,18,1005,13101,1143,13396,7130,6246,1218,12591,8902,13979,7258,11108,1929,6190,7201,6564,10489,12651,9323,11611,False,-274,270,171,1451,-302,True
5632,2321,611,1217,1120,-178,3340,3364,3340,2055,3364,3340,3340,2055,0,11,8,10,12,11,7,11,9,12,10,19,7872,10052,7939,9377,7786,9828,5710,7756,7766,11418,10594,8214,6971,1402,8092,6507,13142,11204,10552,7065,True,-1,258,-135,1303,-554,False
5633,2173,594,1058,1172,-52,3340,3364,3340,2055,3364,3340,3340,2055,2055,11,8,10,12,11,8,12,10,12,10,20,1175,12376,12461,7452,13185,9290,11705,10480,13796,11138,7645,4996,5102,7566,4570,7363,3261,7929,5321,3314,False,-575,228,62,1295,-410,False
5634,2130,663,1666,663,101,3340,3364,3340,2055,3364,3340,3340,2055,2055,12,9,10,13,12,8,13,10,13,11,21,12101,11394,12021,11972,12008,12439,12101,12567,12318,11940,5238,5654,4810,5558,5090,4657,5238,5341,5058,4856,False,-477,81,68,666,-460,True
5635,713,-1599,-3000,2828,66,3340,3364,3364,3363,3364,3340,3363,3363,0,15,12,13,15,16,12,15,14,18,17,35,7249,7108,5475,5464,6658,4502,8121,8384,8175,7450,1342,3921,3313,1771,1410,1086,3368,5240,1599,7051,False,-1117,-1893,-5499,-1767,-833,True
5636,2479,700,1705,737,209,3340,3364,3340,2055,3364,3340,3340,2055,2055,12,9,11,13,12,9,13,10,13,11,22,7503,4960,2408,4129,6404,5358,5582,9241,7485,5934,3602,11633,8402,10232,6132,5561,12590,9534,7464,12725,False,-310,199,-153,639,-96,False
5637,2795,615,1697,786,250,3340,3364,3340,3363,3364,3340,3340,3363,0,13,9,11,13,12,9,13,11,13,12,23,8377,9525,10048,6219,8820,7559,6864,11543,13396,9018,6954,9644,8523,12711,8093,10116,13738,9703,6781,9271,False,347,-36,-107,986,87,True
5638,2945,696,2090,811,304,3340,3364,3340,3363,3364,3340,3340,3363,0,14,9,11,14,12,9,13,11,14,12,24,7344,8489,3022,4993,2159,1751,12229,11424,8372,10218,6940,10138,5604,13467,3908,2483,11893,8353,8513,13257,True,542,-97,-67,1000,289,True
5639,2821,790,1874,700,244,3340,3364,3340,3363,3364,3340,3340,3363,0,14,9,12,14,13,10,13,11,14,12,25,13677,12202,7374,11898,10008,11665,13721,9899,12158,11408,4789,8592,8916,6891,6718,7513,6955,10884,8751,10079,False,298,149,-514,1018,222,False
5640,3405,821,2112,443,235,3340,3364,3340,3363,3364,3340,3340,3363,0,14,10,12,14,13,10,14,12,14,12,26,9375,9439,4277,8958,8774,8558,9452,9750,9368,9806,5388,5767,2693,5600,5054,5600,5838,5892,5389,5923,False,877,331,-127,1002,202,True
5641,4136,817,2390,1219,637,3340,3364,3340,3363,3364,3340,3340,3363,0,15,10,12,15,14,11,14,12,14,12,27,5039,11085,4785,5984,4591,5274,11064,3896,13536,11207,10190,11456,10394,10412,10229,10251,13368,9674,8108,12126,False,1804,382,550,1965,1035,True
5642,4532,1118,2691,1359,948,3340,3364,3340,3363,3364,3340,3340,3363,0,15,10,13,15,14,11,14,12,15,13,28,7739,11654,13179,13099,12003,10728,13656,12885,9221,12558,5475,9658,4744,3325,5105,5611,12694,10358,9838,9857,False,2576,1125,1070,2681,1411,False
5643,4789,1240,3010,760,1158,3340,3364,3340,3363,3364,3340,3340,3363,0,16,11,13,16,14,11,14,12,15,13,29,13999,14105,13841,13791,13339,13760,13377,13313,14223,13522,10354,11469,10761,10723,10539,10902,11973,12641,12994,12318,True,2881,1238,1046,2531,1169,False
5644,4663,1282,3163,-1002,1258,3340,3364,3340,3363,3364,3340,3340,3363,0,16,11,13,16,15,12,14,12,16,14,30,1426,13480,1284,13286,13827,13934,13881,11242,14016,13562,6453,7007,2097,7907,6357,8394,6705,12867,12451,8224,False,2330,1599,370,1185,868,True
